Date,y,value
,Time,
May,12,17.7
May,13,17.9
May,14,17.9
May,15,17.8
May,16,17.4
May,17,16.8
May,18,16
May,19,15
May,20,13.9
May,21,13.1
May,22,12.6
May,23,12.1
May,0,11.8
May,1,11.5
May,2,11.2
May,3,11
May,4,10.9
May,5,11.2
May,6,11.8
May,7,12.3
May,8,12.9
May,9,13.4
May,10,13.8
May,11,14
May,12,14.1
May,13,14.1
May,14,14
May,15,13.8
May,16,13.4
May,17,13
May,18,12.3
May,19,11.4
May,20,10.5
May,21,9.9
May,22,9.4
May,23,9
May,0,8.6
May,1,8.3
May,2,7.9
May,3,7.6
May,4,7.4
May,5,8.1
May,6,9.2
May,7,10.1
May,8,10.9
May,9,11.6
May,10,12.4
May,11,13.1
May,12,13.6
May,13,14.1
May,14,14.4
May,15,14.7
May,16,14.7
May,17,14.5
May,18,13.9
May,19,12.4
May,20,10.3
May,21,9.1
May,22,8.4
May,23,7.8
May,0,7.4
May,1,7.1
May,2,6.9
May,3,6.7
May,4,7
May,5,8.6
May,6,10.7
May,7,12.7
May,8,14.4
May,9,15.5
May,10,16.4
May,11,17
May,12,17.5
May,13,17.9
May,14,18.1
May,15,18.3
May,16,18.2
May,17,18
May,18,17.4
May,19,16.2
May,20,15.1
May,21,14.4
May,22,14
May,23,13.7
May,0,13.5
May,1,13.3
May,2,13.1
May,3,13
May,4,13
May,5,13.7
May,6,14.8
May,7,15.9
May,8,17.1
May,9,18.2
May,10,19
May,11,19.7
May,12,20.2
May,13,20.5
May,14,20.8
May,15,20.9
May,16,20.8
May,17,20.5
May,18,19.8
May,19,18.1
May,20,16.1
May,21,14.9
May,22,14
May,23,13.3
June,0,12.6
June,1,12.1
June,2,11.7
June,3,11.4
June,4,11.4
June,5,13.1
June,6,15.6
June,7,17.8
June,8,19.6
June,9,20.9
June,10,21.9
June,11,22.7
June,12,23.5
June,13,24.1
June,14,24.5
June,15,24.6
June,16,24.5
June,17,24
June,18,22.9
June,19,20.5
June,20,18
June,21,16.5
June,22,15.4
June,23,14.5
June,0,13.8
June,1,13.2
June,2,12.7
June,3,12.3
June,4,12.4
June,5,14.5
June,6,17.3
June,7,19.9
June,8,22.1
June,9,23.9
June,10,25.2
June,11,26.1
June,12,26.8
June,13,27.4
June,14,27.8
June,15,28
June,16,27.9
June,17,27.4
June,18,26.2
June,19,23.7
June,20,21.1
June,21,19.6
June,22,18.7
June,23,18
June,0,17.3
June,1,16.6
June,2,16
June,3,15.4
June,4,15.4
June,5,17.3
June,6,19.8
June,7,21.8
June,8,23.5
June,9,24.9
June,10,25.9
June,11,26.5
June,12,26.7
June,13,26.2
June,14,25.2
June,15,24.2
June,16,23.1
June,17,21.8
June,18,20.4
June,19,18.9
June,20,17.7
June,21,16.8
June,22,16.2
June,23,15.5
June,0,14.8
June,1,14.3
June,2,13.9
June,3,13.5
June,4,13.5
June,5,14.7
June,6,16.7
June,7,18.5
June,8,20.1
June,9,21.6
June,10,22.9
June,11,24
June,12,25
June,13,25.8
June,14,26.4
June,15,26.6
June,16,26.6
June,17,26.2
June,18,25
June,19,23
June,20,21.2
June,21,20.1
June,22,19.4
June,23,18.7
June,0,18.1
June,1,17.5
June,2,16.9
June,3,16.3
June,4,16.3
June,5,17.7
June,6,19.8
June,7,21.8
June,8,23.5
June,9,24.7
June,10,25.8
June,11,26.5
June,12,27.2
June,13,27.6
June,14,27.8
June,15,27.7
June,16,27.4
June,17,26.7
June,18,25.5
June,19,23.7
June,20,22
June,21,20.9
June,22,20.1
June,23,19.3
June,0,18.6
June,1,17.9
June,2,17.2
June,3,16.6
June,4,16.3
June,5,16.6
June,6,17
June,7,17.3
June,8,17.6
June,9,17.7
June,10,17.7
June,11,17.6
June,12,17.4
June,13,16.9
June,14,16.6
June,15,16.2
June,16,15.8
June,17,15.2
June,18,14.7
June,19,13.9
June,20,12.8
June,21,11.9
June,22,11.3
June,23,10.8
June,0,10.4
June,1,10.1
June,2,9.8
June,3,9.5
June,4,9.5
June,5,10.7
June,6,12.3
June,7,13.9
June,8,15.5
June,9,17
June,10,18.6
June,11,20
June,12,21.2
June,13,22.3
June,14,23.1
June,15,23.4
June,16,23.1
June,17,22.1
June,18,20.5
June,19,18.6
June,20,16.9
June,21,15.8
June,22,15
June,23,14.4
June,0,14
June,1,13.6
June,2,13.4
June,3,13.1
June,4,13
June,5,13.1
June,6,13.5
June,7,14.1
June,8,14.7
June,9,15.3
June,10,16
June,11,16.7
June,12,17.4
June,13,18.1
June,14,18.6
June,15,18.8
June,16,18.9
June,17,18.5
June,18,17.7
June,19,16
June,20,13.9
June,21,12.6
June,22,11.7
June,23,11
June,0,10.3
June,1,9.8
June,2,9.3
June,3,8.9
June,4,9.1
June,5,11
June,6,13.5
June,7,15.6
June,8,17.4
June,9,18.8
June,10,19.8
June,11,20.6
June,12,21.3
June,13,21.7
June,14,21.8
June,15,21.7
June,16,21.2
June,17,20.5
June,18,19.6
June,19,18.4
June,20,17.4
June,21,16.7
June,22,16.2
June,23,15.7
June,0,15.3
June,1,14.9
June,2,14.6
June,3,14.4
June,4,14.4
June,5,14.8
June,6,15.7
June,7,16.7
June,8,17.7
June,9,18.8
June,10,19.9
June,11,20.7
June,12,21.3
June,13,21.6
June,14,21.7
June,15,21.6
June,16,20.9
June,17,20.1
June,18,19
June,19,17.9
June,20,17
June,21,16.3
June,22,15.7
June,23,15.2
June,0,15
June,1,14.7
June,2,14.5
June,3,14.2
June,4,14.1
June,5,14.3
June,6,14.9
June,7,15.8
June,8,16.7
June,9,17.5
June,10,18.4
June,11,19.1
June,12,19.9
June,13,20.4
June,14,20.9
June,15,21.1
June,16,21.1
June,17,20.7
June,18,19.9
June,19,18.9
June,20,17.8
June,21,17
June,22,16.2
June,23,15.7
June,0,15.4
June,1,15.2
June,2,15
June,3,14.7
June,4,14.7
June,5,15.3
June,6,16.1
June,7,16.9
June,8,17.7
June,9,18.3
June,10,18.7
June,11,18.9
June,12,19.1
June,13,19.1
June,14,19
June,15,18.8
June,16,18.5
June,17,17.8
June,18,17.1
June,19,16.1
June,20,14.8
June,21,13.9
June,22,13.5
June,23,13.1
June,0,12.8
June,1,12.7
June,2,12.5
June,3,12.3
June,4,12.2
June,5,13.1
June,6,14.5
June,7,16
June,8,17.3
June,9,18.5
June,10,19.5
June,11,20.4
June,12,21.1
June,13,21.6
June,14,22
June,15,22.2
June,16,22.2
June,17,21.7
June,18,20.7
June,19,18.7
June,20,16.5
June,21,15.2
June,22,14.2
June,23,13.4
June,0,12.8
June,1,12.3
June,2,11.9
June,3,11.6
June,4,12
June,5,14.1
June,6,16.8
June,7,19.3
June,8,21.3
June,9,22.7
June,10,24
June,11,24.9
June,12,25.6
June,13,25.8
June,14,25.8
June,15,25.4
June,16,24.9
June,17,24
June,18,23
June,19,21.7
June,20,20.4
June,21,19.6
June,22,19
June,23,18.6
June,0,18.3
June,1,18
June,2,17.7
June,3,17.5
June,4,17.5
June,5,18.1
June,6,19.2
June,7,20.2
June,8,21.2
June,9,21.9
June,10,22.3
June,11,22.6
June,12,22.9
June,13,23.1
June,14,23.1
June,15,22.9
June,16,22.5
June,17,21.9
June,18,21.1
June,19,19.7
June,20,18
June,21,16.8
June,22,16
June,23,15.4
June,0,14.8
June,1,14.4
June,2,14
June,3,13.7
June,4,13.6
June,5,14.1
June,6,14.9
June,7,15.7
June,8,16.6
June,9,17.4
June,10,18.1
June,11,18.7
June,12,19.1
June,13,19.4
June,14,19.6
June,15,19.7
June,16,19.5
June,17,19.3
June,18,18.8
June,19,17.7
June,20,16
June,21,14.9
June,22,14.1
June,23,13.4
June,0,12.9
June,1,12.4
June,2,12
June,3,11.6
June,4,11.7
June,5,13.5
June,6,15.8
June,7,17.9
June,8,19.6
June,9,20.9
June,10,21.8
June,11,22.6
June,12,23.2
June,13,23.8
June,14,24.1
June,15,24.3
June,16,24.3
June,17,24.1
June,18,23.3
June,19,21.6
June,20,19.1
June,21,17.6
June,22,16.7
June,23,16
June,0,15.4
June,1,14.9
June,2,14.4
June,3,14
June,4,14.1
June,5,16
June,6,18.6
June,7,20.9
June,8,22.7
June,9,24
June,10,25
June,11,25.8
June,12,26.3
June,13,26.8
June,14,26.9
June,15,26.9
June,16,26.6
June,17,25.9
June,18,24.7
June,19,22.7
June,20,20.7
June,21,19.4
June,22,18.5
June,23,17.9
June,0,17.3
June,1,16.9
June,2,16.4
June,3,16
June,4,16.2
June,5,17.6
June,6,19.9
June,7,22.1
June,8,24
June,9,25.5
June,10,26.5
June,11,27.3
June,12,27.8
June,13,28
June,14,28
June,15,27.8
June,16,27.3
June,17,26.4
June,18,24.8
June,19,22.6
June,20,20.6
June,21,19.5
June,22,18.6
June,23,18
June,0,17.5
June,1,17
June,2,16.6
June,3,16.2
June,4,16.1
June,5,16.7
June,6,17.6
June,7,18.5
June,8,19.3
June,9,20.2
June,10,20.9
June,11,21.5
June,12,21.8
June,13,21.8
June,14,21.8
June,15,21.4
June,16,20.9
June,17,20.4
June,18,19.6
June,19,18.4
June,20,17
June,21,16.1
June,22,15.5
June,23,15
June,0,14.7
June,1,14.3
June,2,14
June,3,13.7
June,4,13.7
June,5,14.6
June,6,15.8
June,7,16.9
June,8,18
June,9,18.9
June,10,19.7
June,11,20.4
June,12,20.9
June,13,21.3
June,14,21.6
June,15,21.6
June,16,21.5
June,17,21
June,18,20.3
June,19,18.8
June,20,17
June,21,15.8
June,22,15
June,23,14.3
June,0,13.7
June,1,13.2
June,2,12.8
June,3,12.5
June,4,12.6
June,5,14.1
June,6,15.8
June,7,17.2
June,8,18.4
June,9,19.5
June,10,20.4
June,11,21.2
June,12,21.7
June,13,21.9
June,14,21.9
June,15,21.6
June,16,21.2
June,17,20.6
June,18,19.8
June,19,18.9
June,20,17.7
June,21,16.8
June,22,16.2
June,23,15.7
June,0,15.2
June,1,14.8
June,2,14.4
June,3,14.1
June,4,14.2
June,5,15.4
June,6,16.9
June,7,18.5
June,8,20
June,9,21.3
June,10,22.4
June,11,23.2
June,12,23.9
June,13,24.5
June,14,24.8
June,15,25
June,16,24.9
June,17,24.5
June,18,23.6
June,19,22
June,20,20
June,21,18.7
June,22,17.9
June,23,17.2
June,0,16.6
June,1,16
June,2,15.5
June,3,15
June,4,15.2
June,5,16.9
June,6,19.2
June,7,21.2
June,8,22.9
June,9,24.2
June,10,25.3
June,11,26.2
June,12,26.9
June,13,27.4
June,14,27.8
June,15,27.9
June,16,27.8
June,17,27.3
June,18,26.3
June,19,24.3
June,20,22.1
June,21,20.8
June,22,19.8
June,23,19.1
June,0,18.5
June,1,17.8
June,2,17.2
June,3,16.7
June,4,16.9
June,5,18.7
June,6,21.1
June,7,23.3
June,8,25.1
June,9,26.7
June,10,28.1
June,11,29.3
June,12,30.2
June,13,31
June,14,31.6
June,15,31.8
June,16,31.8
June,17,31.2
June,18,29.9
June,19,27.4
June,20,24.8
June,21,23.3
June,22,22.2
June,23,21.4
June,0,20.6
June,1,20.1
June,2,19.6
June,3,19.2
June,4,19.2
June,5,21.1
June,6,23.6
June,7,25.8
June,8,27.6
June,9,29.1
June,10,30.2
June,11,31
June,12,31.5
June,13,31.8
June,14,31.8
June,15,31.6
June,16,31.1
June,17,30.1
June,18,28.5
June,19,26.2
June,20,24.1
June,21,22.6
June,22,21.5
June,23,20.5
June,0,19.6
June,1,18.7
June,2,18
June,3,17.3
June,4,17
June,5,17.5
June,6,18.6
June,7,19.8
June,8,21
June,9,22.2
June,10,23.3
June,11,24.3
June,12,25
June,13,25.5
June,14,25.7
June,15,25.7
June,16,25.3
June,17,24.5
June,18,23.3
June,19,21.5
June,20,19.5
June,21,18.1
June,22,16.9
June,23,15.9
June,0,14.9
June,1,14.2
June,2,13.5
June,3,13
June,4,12.9
June,5,14.1
June,6,15.5
June,7,16.8
June,8,18.1
June,9,19.4
June,10,20.7
June,11,21.9
June,12,23
June,13,23.8
June,14,24.4
June,15,24.8
June,16,24.8
June,17,24.4
June,18,23.4
June,19,21.5
June,20,18.7
June,21,16.9
June,22,15.6
June,23,14.6
June,0,13.8
June,1,13
June,2,12.4
June,3,11.9
June,4,12
June,5,14.4
June,6,17.3
June,7,19.9
June,8,22
June,9,23.7
June,10,25.2
June,11,26.5
June,12,27.6
June,13,28.6
June,14,29.3
June,15,29.7
June,16,29.8
June,17,29.4
June,18,28.2
June,19,25.5
June,20,22.1
June,21,20.1
June,22,18.8
June,23,17.9
June,0,17.1
June,1,16.5
June,2,15.8
June,3,15.5
June,4,15.8
June,5,18.3
June,6,21.6
June,7,24.6
June,8,27.1
June,9,29
June,10,30.5
June,11,31.6
June,12,32.4
June,13,32.7
June,14,32.8
June,15,32.6
June,16,32.1
June,17,31.1
June,18,29.5
June,19,26.9
June,20,24.4
June,21,22.9
June,22,21.7
June,23,20.7
July,0,19.9
July,1,19.1
July,2,18.4
July,3,18
July,4,18.1
July,5,19.1
July,6,20.5
July,7,21.8
July,8,22.9
July,9,23.9
July,10,24.7
July,11,25.4
July,12,25.7
July,13,25.7
July,14,25.3
July,15,25
July,16,24.5
July,17,23.6
July,18,22.6
July,19,21.2
July,20,19.7
July,21,18.6
July,22,17.7
July,23,17
July,0,16.3
July,1,15.5
July,2,14.8
July,3,14
July,4,13.8
July,5,14.8
July,6,16.1
July,7,17.1
July,8,17.9
July,9,18.8
July,10,19.6
July,11,20.3
July,12,20.8
July,13,21.3
July,14,21.5
July,15,21.5
July,16,21.4
July,17,20.8
July,18,20
July,19,18.5
July,20,16.6
July,21,15.1
July,22,13.9
July,23,13
July,0,12.2
July,1,11.5
July,2,10.9
July,3,10.4
July,4,10.4
July,5,12.1
July,6,14.1
July,7,15.8
July,8,17.1
July,9,18
July,10,18.7
July,11,19.4
July,12,20
July,13,20.5
July,14,20.8
July,15,21
July,16,20.8
July,17,20.4
July,18,19.4
July,19,17.8
July,20,15.8
July,21,14.3
July,22,13.3
July,23,12.4
July,0,11.5
July,1,10.8
July,2,10.1
July,3,9.5
July,4,9.5
July,5,11.4
July,6,13.6
July,7,15.4
July,8,16.9
July,9,18.2
July,10,19.3
July,11,20.3
July,12,21.2
July,13,22
July,14,22.5
July,15,22.8
July,16,22.8
July,17,22.5
July,18,21.5
July,19,19.7
July,20,17.5
July,21,16.1
July,22,15.2
July,23,14.6
July,0,14.1
July,1,13.8
July,2,13.4
July,3,13.2
July,4,13.2
July,5,14.1
July,6,15.7
July,7,17.1
July,8,18.5
July,9,19.7
July,10,20.8
July,11,21.7
July,12,22.5
July,13,23.1
July,14,23.5
July,15,23.7
July,16,23.7
July,17,23.3
July,18,22.4
July,19,20.8
July,20,18.7
July,21,17.2
July,22,16.2
July,23,15.4
July,0,14.6
July,1,14.1
July,2,13.6
July,3,13.3
July,4,13.1
July,5,14.5
July,6,16.8
July,7,19.1
July,8,20.8
July,9,22.2
July,10,23.2
July,11,24
July,12,24.5
July,13,24.8
July,14,24.8
July,15,24.3
July,16,23.7
July,17,22.8
July,18,21.5
July,19,20
July,20,18.5
July,21,17.6
July,22,16.8
July,23,16.1
July,0,15.5
July,1,14.7
July,2,14.2
July,3,13.7
July,4,13.4
July,5,13.7
July,6,14
July,7,14.5
July,8,15.1
July,9,15.7
July,10,16.4
July,11,17.1
July,12,17.7
July,13,18.1
July,14,18.2
July,15,18.2
July,16,18
July,17,17.5
July,18,16.8
July,19,15.8
July,20,14.7
July,21,13.7
July,22,13
July,23,12.2
July,0,11.6
July,1,11
July,2,10.6
July,3,10.4
July,4,10.3
July,5,11.2
July,6,12.5
July,7,13.8
July,8,14.6
July,9,15.2
July,10,15.8
July,11,16.3
July,12,16.7
July,13,16.9
July,14,17.1
July,15,17.1
July,16,16.8
July,17,16.5
July,18,15.9
July,19,15
July,20,13.8
July,21,12.9
July,22,12.2
July,23,11.6
July,0,11.1
July,1,10.6
July,2,10.2
July,3,9.8
July,4,9.8
July,5,10.7
July,6,11.9
July,7,13
July,8,14
July,9,14.7
July,10,15.4
July,11,15.9
July,12,16.5
July,13,17
July,14,17.3
July,15,17.5
July,16,17.4
July,17,17.1
July,18,16.5
July,19,15.3
July,20,13.6
July,21,12.4
July,22,11.5
July,23,10.7
July,0,10.1
July,1,9.5
July,2,9
July,3,8.5
July,4,8.4
July,5,9.8
July,6,11.9
July,7,13.8
July,8,15.2
July,9,16.4
July,10,17.6
July,11,18.6
July,12,19.6
July,13,20.4
July,14,20.8
July,15,21.1
July,16,21.1
July,17,20.7
July,18,19.8
July,19,18
July,20,15.9
July,21,14.7
July,22,13.9
July,23,13.3
July,0,12.9
July,1,12.5
July,2,12.3
July,3,12.1
July,4,12.3
July,5,13.1
July,6,14.3
July,7,15.5
July,8,16.6
July,9,17.5
July,10,18.1
July,11,18.4
July,12,18.6
July,13,18.5
July,14,18.5
July,15,18.4
July,16,18.1
July,17,17.8
July,18,17.3
July,19,16.5
July,20,15.7
July,21,15.2
July,22,15
July,23,14.7
July,0,14.4
July,1,14.2
July,2,14
July,3,13.8
July,4,13.8
July,5,14.3
July,6,15.2
July,7,16.2
July,8,17
July,9,18
July,10,18.8
July,11,19.4
July,12,19.8
July,13,19.8
July,14,19.5
July,15,19.1
July,16,18.7
July,17,18.1
July,18,17.4
July,19,16.4
July,20,15.5
July,21,14.9
July,22,14.5
July,23,14.2
July,0,14
July,1,13.9
July,2,13.7
July,3,13.7
July,4,13.7
July,5,14
July,6,14.6
July,7,15.2
July,8,15.9
July,9,16.6
July,10,17.2
July,11,17.8
July,12,18.2
July,13,18.5
July,14,18.8
July,15,18.8
July,16,18.5
July,17,18.1
July,18,17.4
July,19,16.4
July,20,15.5
July,21,14.9
July,22,14.5
July,23,14.2
July,0,13.8
July,1,13.6
July,2,13.3
July,3,13.1
July,4,13
July,5,13.2
July,6,13.8
July,7,14.4
July,8,15
July,9,15.6
July,10,16.2
July,11,16.7
July,12,17.1
July,13,17.4
July,14,17.6
July,15,17.6
July,16,17.4
July,17,17
July,18,16.4
July,19,15.6
July,20,14.8
July,21,14.2
July,22,13.8
July,23,13.4
July,0,13
July,1,12.8
July,2,12.5
July,3,12.3
July,4,12.3
July,5,12.6
July,6,13.3
July,7,14.1
July,8,14.9
July,9,15.6
July,10,16.3
July,11,17
July,12,17.6
July,13,18
July,14,18.4
July,15,18.5
July,16,18.4
July,17,18.1
July,18,17.3
July,19,16.1
July,20,14.8
July,21,14
July,22,13.3
July,23,12.7
July,0,12.2
July,1,11.8
July,2,11.4
July,3,11.1
July,4,11
July,5,11.6
July,6,12.8
July,7,13.9
July,8,14.9
July,9,15.8
July,10,16.8
July,11,17.7
July,12,18.6
July,13,19.5
July,14,20.1
July,15,20.5
July,16,20.5
July,17,20.1
July,18,19.2
July,19,17.6
July,20,15.8
July,21,14.7
July,22,13.9
July,23,13.3
July,0,12.7
July,1,12.3
July,2,12
July,3,11.7
July,4,11.6
July,5,12.5
July,6,13.9
July,7,15.4
July,8,16.8
July,9,18
July,10,19.1
July,11,20.1
July,12,20.9
July,13,21.5
July,14,22
July,15,22.3
July,16,22.3
July,17,22
July,18,21.1
July,19,19.1
July,20,16.6
July,21,15.1
July,22,14.1
July,23,13.2
July,0,12.5
July,1,12
July,2,11.5
July,3,11
July,4,11
July,5,12.5
July,6,15
July,7,17.5
July,8,19.7
July,9,21.5
July,10,22.6
July,11,23.6
July,12,24.3
July,13,24.7
July,14,24.9
July,15,25
July,16,24.7
July,17,24.1
July,18,22.9
July,19,21
July,20,19.3
July,21,18.3
July,22,17.6
July,23,17.1
July,0,16.7
July,1,16.2
July,2,15.9
July,3,15.8
July,4,15.7
July,5,16.1
July,6,17.1
July,7,18.2
July,8,19.3
July,9,20.2
July,10,21
July,11,21.7
July,12,22.4
July,13,22.8
July,14,23.1
July,15,23.2
July,16,23.1
July,17,22.7
July,18,22
July,19,20.4
July,20,18.6
July,21,17.4
July,22,16.5
July,23,15.8
July,0,15.2
July,1,14.8
July,2,14.5
July,3,14.2
July,4,14.1
July,5,15.4
July,6,18.1
July,7,20.8
July,8,23
July,9,24.8
July,10,26.1
July,11,27.1
July,12,27.7
July,13,28
July,14,27.9
July,15,27.4
July,16,26.5
July,17,25.5
July,18,24
July,19,22.1
July,20,20.6
July,21,19.6
July,22,18.8
July,23,18.1
July,0,17.6
July,1,17.2
July,2,16.8
July,3,16.5
July,4,16.3
July,5,16.8
July,6,17.7
July,7,18.7
July,8,19.7
July,9,20.9
July,10,21.9
July,11,22.8
July,12,23.4
July,13,23.9
July,14,24.2
July,15,24.3
July,16,24.2
July,17,23.8
July,18,22.8
July,19,21
July,20,18.8
July,21,17.4
July,22,16.4
July,23,15.6
July,0,14.9
July,1,14.4
July,2,13.9
July,3,13.6
July,4,13.4
July,5,14.5
July,6,16.7
July,7,19
July,8,21
July,9,22.5
July,10,23.5
July,11,24.3
July,12,24.9
July,13,25.5
July,14,25.8
July,15,26
July,16,25.9
July,17,25.6
July,18,24.7
July,19,22.8
July,20,20.6
July,21,19.3
July,22,18.4
July,23,17.6
July,0,17
July,1,16.4
July,2,16
July,3,15.5
July,4,15.2
July,5,16.7
July,6,19.5
July,7,22
July,8,24.2
July,9,25.8
July,10,27.2
July,11,28.2
July,12,29.1
July,13,29.9
July,14,30.3
July,15,30.7
July,16,30.7
July,17,30.2
July,18,29.1
July,19,26.2
July,20,23.3
July,21,21.7
July,22,20.6
July,23,19.6
July,0,19
July,1,18.3
July,2,17.7
July,3,17.2
July,4,16.9
July,5,18.5
July,6,21.6
July,7,24.5
July,8,26.9
July,9,28.8
July,10,30.3
July,11,31.4
July,12,32.2
July,13,32.9
July,14,33.2
July,15,33.4
July,16,33.3
July,17,32.8
July,18,31.1
July,19,28
July,20,25.3
July,21,23.7
July,22,22.5
July,23,21.6
July,0,20.8
July,1,20.1
July,2,19.5
July,3,18.8
July,4,18.5
July,5,19.8
July,6,22.7
July,7,25.6
July,8,28.2
July,9,30.4
July,10,32
July,11,33
July,12,33.8
July,13,34.3
July,14,34.5
July,15,34.4
July,16,34
July,17,33.1
July,18,31.4
July,19,28.6
July,20,26.2
July,21,24.7
July,22,23.5
July,23,22.5
July,0,21.5
July,1,20.6
July,2,19.8
July,3,19.2
July,4,18.7
July,5,19.7
July,6,22.1
July,7,24.7
July,8,26.9
July,9,28.6
July,10,30
July,11,30.9
July,12,31.6
July,13,32.1
July,14,32
July,15,31.6
July,16,30.8
July,17,29.6
July,18,28.1
July,19,26.2
July,20,24.5
July,21,23.4
July,22,22.5
July,23,21.7
July,0,20.8
July,1,20
July,2,19.3
July,3,18.7
July,4,18.3
July,5,18.8
July,6,20.1
July,7,21.4
July,8,22.7
July,9,23.7
July,10,24.4
July,11,25.1
July,12,25.6
July,13,25.8
July,14,25.8
July,15,25.5
July,16,25
July,17,24.2
July,18,23.2
July,19,22
July,20,20.8
July,21,20.1
July,22,19.4
July,23,18.9
July,0,18.3
July,1,18
July,2,17.7
July,3,17.4
July,4,17.3
July,5,17.7
July,6,18.6
July,7,19.6
July,8,20.6
July,9,21.5
July,10,22.4
July,11,23.1
July,12,23.6
July,13,23.9
July,14,23.9
July,15,23.7
July,16,23.3
July,17,22.7
July,18,21.9
July,19,21
July,20,20
July,21,19.5
July,22,19
July,23,18.7
July,0,18.3
July,1,18
July,2,17.8
July,3,17.5
July,4,17.3
July,5,17.5
July,6,18.1
July,7,18.9
July,8,19.7
July,9,20.5
July,10,21.3
July,11,22.1
July,12,22.7
July,13,23.1
July,14,23.4
July,15,23.6
July,16,23.4
July,17,23
July,18,22.3
July,19,21.1
July,20,19.9
July,21,19.1
July,22,18.5
July,23,18
July,0,17.6
July,1,17.3
July,2,17
July,3,16.8
July,4,16.7
July,5,17.1
July,6,18.4
July,7,19.9
July,8,21.4
July,9,22.8
July,10,23.8
July,11,24.7
July,12,25.3
July,13,25.9
July,14,26.1
July,15,26.2
July,16,25.9
July,17,25.4
July,18,24.2
July,19,22.4
July,20,20.8
July,21,19.9
July,22,19.1
July,23,18.4
July,0,17.9
July,1,17.4
July,2,17.1
July,3,16.8
July,4,16.5
July,5,16.7
July,6,17.5
July,7,18.2
July,8,19
July,9,19.8
July,10,20.4
July,11,20.9
July,12,21.2
July,13,21.5
July,14,21.7
July,15,21.6
July,16,21.5
July,17,20.9
July,18,19.8
July,19,18.3
July,20,16.9
July,21,16
July,22,15.3
July,23,14.7
August,0,14.3
August,1,13.8
August,2,13.4
August,3,13
August,4,12.8
August,5,13.4
August,6,15.1
August,7,17.1
August,8,18.9
August,9,20.3
August,10,21.2
August,11,21.9
August,12,22.5
August,13,22.8
August,14,23
August,15,23.1
August,16,23
August,17,22.5
August,18,21.4
August,19,19.5
August,20,17.8
August,21,16.7
August,22,16
August,23,15.5
August,0,15
August,1,14.6
August,2,14.3
August,3,14.1
August,4,13.9
August,5,14.5
August,6,16
August,7,17.9
August,8,19.7
August,9,21
August,10,21.9
August,11,22.3
August,12,22.4
August,13,22.5
August,14,22.4
August,15,22
August,16,21.5
August,17,20.7
August,18,19.6
August,19,18.2
August,20,17.1
August,21,16.3
August,22,15.8
August,23,15.3
August,0,14.9
August,1,14.6
August,2,14.3
August,3,14.1
August,4,13.8
August,5,14.3
August,6,15.4
August,7,16.7
August,8,17.8
August,9,18.7
August,10,19.5
August,11,20.1
August,12,20.7
August,13,21.1
August,14,21.3
August,15,21.4
August,16,21.2
August,17,20.8
August,18,19.9
August,19,18.3
August,20,16.9
August,21,16.1
August,22,15.3
August,23,14.7
August,0,14.1
August,1,13.7
August,2,13.3
August,3,12.9
August,4,12.6
August,5,13.2
August,6,15
August,7,17
August,8,18.8
August,9,20.2
August,10,21.3
August,11,22.1
August,12,22.9
August,13,23.5
August,14,24
August,15,24.3
August,16,24.3
August,17,23.9
August,18,22.6
August,19,20.1
August,20,18.2
August,21,17.1
August,22,16.4
August,23,15.9
August,0,15.5
August,1,15.3
August,2,15.2
August,3,15.1
August,4,15.1
August,5,15.7
August,6,16.9
August,7,18.5
August,8,20
August,9,21.2
August,10,22.3
August,11,23.1
August,12,23.6
August,13,24.1
August,14,24.4
August,15,24.6
August,16,24.3
August,17,23.9
August,18,22.9
August,19,21.3
August,20,19.9
August,21,19.1
August,22,18.4
August,23,17.9
August,0,17.5
August,1,17
August,2,16.7
August,3,16.5
August,4,16.3
August,5,16.6
August,6,18
August,7,19.5
August,8,20.8
August,9,21.8
August,10,22.5
August,11,23
August,12,23.4
August,13,23.6
August,14,23.5
August,15,23.6
August,16,23.3
August,17,22.7
August,18,21.6
August,19,20.1
August,20,18.8
August,21,18
August,22,17.5
August,23,17.1
August,0,16.8
August,1,16.6
August,2,16.4
August,3,16.3
August,4,16.3
August,5,16.5
August,6,17.4
August,7,18.3
August,8,19.1
August,9,19.8
August,10,20.4
August,11,20.6
August,12,20.6
August,13,20.4
August,14,20.2
August,15,20
August,16,19.8
August,17,19.5
August,18,18.8
August,19,17.8
August,20,16.9
August,21,16.3
August,22,15.8
August,23,15.4
August,0,15.1
August,1,14.8
August,2,14.6
August,3,14.3
August,4,14.1
August,5,14.6
August,6,15.9
August,7,17.4
August,8,18.8
August,9,20.1
August,10,21.2
August,11,22
August,12,22.7
August,13,23.1
August,14,23.3
August,15,23.4
August,16,23.4
August,17,22.9
August,18,21.7
August,19,19.5
August,20,17.8
August,21,16.7
August,22,15.9
August,23,15.2
August,0,14.7
August,1,14.3
August,2,13.9
August,3,13.6
August,4,13.4
August,5,14.1
August,6,16.5
August,7,18.9
August,8,20.9
August,9,22.6
August,10,24.1
August,11,25.2
August,12,25.9
August,13,26.4
August,14,26.7
August,15,26.6
August,16,26.1
August,17,25
August,18,23.4
August,19,22.1
August,20,21.3
August,21,20.8
August,22,20.4
August,23,20
August,0,19.8
August,1,19.5
August,2,19.4
August,3,19.3
August,4,19.1
August,5,19.1
August,6,19.6
